customer_id,event_dttm_Deli,event_type_nm,client_defined_event_type_nm,event_desc,operaton_amt_100 (rupees),active phone call,remote desktop protokol,emulator,f,device_id,os,device_model,screensize,agentconnectiontype,screen_hash,device for user,reciever,password change,fast change of ip,ip not equal to previous
customer_id_0,2022-10-03 14:32:48,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-03 14:54:34,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-03 15:08:08,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-03 15:09:52,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),472000,,,,St Petersburg,,,,,,287067538,new,new,,,
customer_id_0,2022-10-03 15:09:54,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),472000,,,,St Petersburg,,,,,,287067538,new,new,,,
customer_id_0,2022-10-03 15:40:54,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287991059,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-03 18:11:36,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-03 18:12:28,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),59000,,,,St Petersburg,,,,,,287067538,new,new,,,
customer_id_0,2022-10-03 18:12:30,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),59000,,,,St Petersburg,,,,,,287067538,new,new,,,
customer_id_0,2022-10-03 18:19:05,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-03 18:19:49,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),59000,,,,St Petersburg,,,,,,287067538,new,new,,,
customer_id_0,2022-10-03 18:19:51,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),59000,,,,St Petersburg,,,,,,287067538,new,new,,,
customer_id_0,2022-10-04 13:44:26,CHANGE_PASSWORD,RENEW,Login password recovery,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-04 13:46:29,CARD_PIN_CHANGE,REMOTE_PIN,Setting/Changing the card PIN,0,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-04 14:30:11,DEPOSIT,100_BKO,Payment order,472000,0,FALSE,,,device_id_1,iOS,iPhone,375x812,cellular,,,old,,,
customer_id_0,2022-10-04 14:32:09,DEPOSIT,100_BKO,Payment order,472000,0,FALSE,,,device_id_1,iOS,iPhone,375x812,cellular,,,old,,,
customer_id_0,2022-10-04 15:01:24,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-04 15:02:24,DEPOSIT,100_BKO,Payment order,472000,0,FALSE,,,device_id_1,iOS,iPhone,375x812,wifi,,,old,,,
customer_id_0,2022-10-04 15:03:16,DEPOSIT,100_BKO,Payment order,472000,0,FALSE,,,device_id_1,iOS,iPhone,375x812,cellular,,,old,,,
customer_id_0,2022-10-04 16:06:34,DEPOSIT,100_BKO,Payment order,356360,0,FALSE,,,device_id_1,iOS,iPhone,375x812,cellular,,,old,,,
customer_id_0,2022-10-04 16:33:11,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-04 16:37:54,PAYMENT,ExternalTransferGeneral,External transfers (Typical),826000,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-04 18:16:11,CHANGE_PASSWORD,RENEW,Login password recovery,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-04 18:59:33,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-04 19:00:10,PAYMENT,ExternalTransferGeneral,External transfers (Typical),590000,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-05 11:56:54,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 11:58:24,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 11:58:26,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:01:38,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 12:03:37,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:03:39,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:07:16,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 12:07:45,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:07:47,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:09:24,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 12:10:03,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:10:05,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:13:58,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 12:14:34,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:14:36,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:17:06,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287991059,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 12:17:29,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287991059,new,old,,,
customer_id_0,2022-10-05 12:17:31,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,St Petersburg,,,,,,287991059,new,old,,,
customer_id_0,2022-10-05 12:21:44,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 12:22:35,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 12:22:37,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,St Petersburg,,,,,,287067538,new,old,,,
customer_id_0,2022-10-05 14:38:23,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 14:48:26,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,St Petersburg,,,,,,287067538,new,new,,,
customer_id_0,2022-10-05 14:51:11,PAYMENT,ExternalTransferGeneral,External transfers (Typical),118000,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-05 14:52:01,PAYMENT,ExternalTransferGeneral,External transfers (Typical),118000,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-05 14:52:36,PAYMENT,ExternalTransferGeneral,External transfers (Typical),118000,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-05 14:54:15,PAYMENT,ExternalTransferGeneral,External transfers (Typical),118000,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-05 14:54:46,PAYMENT,ExternalTransferGeneral,External transfers (Typical),118000,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-05 14:56:25,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 15:39:29,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-05 15:40:14,PAYMENT,TelebankTransferPersonal,Payment between Telebank clients (Personal),15930,,,,St Petersburg,,,,,,287067538,new,new,happened on the same day,,IP differes
customer_id_0,2022-10-07 11:03:40,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_0,2022-10-07 18:09:12,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,St Petersburg,,,,,,287067538,new,old,happened on the same day,,IP differes
customer_id_1,2022-09-22 18:23:03,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Puna,,,,,,287067538,old,old,,,IP differes
customer_id_1,2022-09-23 17:52:17,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Puna,,,,,,287067538,old,old,,,IP differes
customer_id_1,2022-09-25 11:44:19,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Puna,,,,,,287067538,old,old,,,IP differes
customer_id_1,2022-09-25 11:58:20,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),118000,,,,Puna,,,,,,287067538,old,new,,,
customer_id_1,2022-09-25 11:58:22,CLIENT_DEFINED,C2C_RESPONSE,Secondary request C2C outgoing (C02 Message 291),118000,,,,Puna,,,,,,287067538,old,new,,,
customer_id_1,2022-09-25 12:08:01,PAYMENT,Deposits,Deposit operations,413000,,,,Puna,,,,,,287067538,old,new,,,IP differes
customer_id_1,2022-09-25 12:17:41,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,59000,,,,,,,,,,,,new,,,
customer_id_1,2022-09-25 12:18:54,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,118000,,,,,,,,,,,,new,,,
customer_id_1,2022-09-25 12:25:13,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Puna,,,,,,287067538,old,old,,,IP differes
customer_id_1,2022-09-25 13:34:15,WITHDRAW,ATM,Cash withdrawal,354000,,,,,,,,,,,,old,,,
customer_id_1,2022-09-25 16:17:15,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Puna,,,,,,287067538,old,old,,,IP differes
customer_id_1,2022-09-25 16:18:36,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Puna,,,,,,287991059,old,old,,,IP differes
customer_id_1,2022-09-25 16:19:03,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Puna,,,,,,287067538,old,old,,,IP differes
customer_id_1,2022-09-25 16:32:48,DEPOSIT,ATM,Investing money in an ATM,525100,,,,,,,,,,,,old,,,
customer_id_1,2022-09-25 16:34:43,DEPOSIT,ATM,Investing money in an ATM,5900,,,,,,,,,,,,old,,,
customer_id_1,2022-09-25 16:35:33,PAYMENT,WithoutRisk,Operations without risk,531000,,,,Puna,,,,,,287067538,old,new,,,IP differes
customer_id_1,2022-09-28 03:39:43,SESSION_SIGNIN,SESSION_SIGNIN,Login,0,,,,Chennai,,,,,,287067538,new,old,,,IP differes
customer_id_2,2022-11-11 01:28:00,CHANGE_PASSWORD,MOB_APP_CHANGE_PASSWORD,,0,0,FALSE,0,Bangalor,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,,,IP differes
customer_id_2,2022-11-11 01:34:46,CHANGE_PASSWORD,MOB_APP_CHANGE_PASSWORD,,0,0,FALSE,0,,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,happened in 5 minutes,IP differes
customer_id_2,2022-11-11 01:51:45,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-11 02:54:23,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-11 05:37:19,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-11 17:40:57,CHECK,ATM_PIN_CHECK,PIN verification,0,,,,,,,,,,,,old,,,
customer_id_2,2022-11-11 17:41:25,WITHDRAW,ATM_WITHDRAW,Cash withdrawal,236000,,,,,,,,,,,,old,,,
customer_id_2,2022-11-11 17:43:00,CHECK,ATM_PIN_CHECK,PIN verification,0,,,,,,,,,,,,old,,,
customer_id_2,2022-11-11 17:43:37,WITHDRAW,ATM_WITHDRAW,Cash withdrawal,177000,,,,,,,,,,,,old,,,
customer_id_2,2022-11-11 20:36:45,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-11 21:42:50,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-11 23:27:11,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 01:54:23,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 04:15:21,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 06:54:45,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 07:03:06,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 09:17:58,CHECK,ATM_PIN_CHECK,PIN verification,0,,,,,,,,,,,,old,,,
customer_id_2,2022-11-12 09:18:17,WITHDRAW,ATM_WITHDRAW,Cash withdrawal,413000,,,,,,,,,,,,old,,,
customer_id_2,2022-11-12 09:44:16,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 09:47:22,PAYMENT,C2C_REQUEST_MOB_APP,Initial C2C request outgoing (C01 Message 477),118,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,new,,,
customer_id_2,2022-11-12 10:08:12,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 10:13:25,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 10:16:12,PAYMENT,EXTERNAL_TRANSFER_MOB_APP_PAYMENT,Transfers from a card to a card of another bank,118,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 10:16:41,PAYMENT,EXTERNAL_TRANSFER_MOB_APP_PAYMENT,Transfers from a card to a card of another bank,11800,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 10:17:03,PAYMENT,EXTERNAL_TRANSFER_MOB_APP_PAYMENT,Transfers from a card to a card of another bank,1180,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 10:18:32,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1239,,,,,,,,,,,,new,,,
customer_id_2,2022-11-12 10:18:35,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 10:21:08,PAYMENT,EXTERNAL_TRANSFER_MOB_APP_PAYMENT,Transfers from a card to a card of another bank,141600,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 11:29:56,CHANGE_PASSWORD,MOB_APP_CHANGE_PASSWORD,,0,0,FALSE,0,Moscow,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 11:31:01,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_2,2022-11-12 11:35:12,PAYMENT,INTERNATIONAL_TRANSFER_PAYMENT,Payment between Telebank clients (Personal),146320,0,FALSE,0,,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,new,happened on the same day,,IP differes
customer_id_2,2022-11-15 11:48:21,SESSION_SIGNIN,MOB_APP_SESSION_SIGNIN,Login,0,0,FALSE,0,Tashkent,device_id_2,Android,HUAWEI AQM-LX1,1080x2322,,,new,old,happened on the same day,,IP differes
customer_id_3,2022-11-06 12:54:36,PAYMENT,POS_PURCHASE,Purchase,1465.56,,,,,,,,,,,,old,,,
customer_id_3,2022-11-07 16:33:21,PAYMENT,POS_PURCHASE,Purchase,236,,,,,,,,,,,,old,,,
customer_id_3,2022-11-07 16:40:26,PAYMENT,POS_PURCHASE,Purchase,287.92,,,,,,,,,,,,old,,,
customer_id_3,2022-11-07 18:15:02,PAYMENT,POS_PURCHASE,Purchase,507.4,,,,,,,,,,,,old,,,
customer_id_3,2022-11-07 18:17:03,PAYMENT,POS_PURCHASE,Purchase,165.2,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 04:34:08,PAYMENT,POS_PURCHASE,Purchase,236,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 08:19:14,PAYMENT,POS_PURCHASE,Purchase,424.8,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 08:22:17,PAYMENT,POS_PURCHASE,Purchase,76.7,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 08:27:34,PAYMENT,POS_PURCHASE,Purchase,100.3,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 09:31:17,PAYMENT,POS_PURCHASE,Purchase,88.5,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 15:08:38,PAYMENT,POS_PURCHASE,Purchase,47.2,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 15:10:54,PAYMENT,POS_PURCHASE,Purchase,57.82,,,,,,,,,,,,old,,,
customer_id_3,2022-11-08 16:35:23,PAYMENT,POS_PURCHASE,Purchase,236,,,,,,,,,,,,old,,,
customer_id_3,2022-11-09 04:36:17,PAYMENT,POS_PURCHASE,Purchase,236,,,,,,,,,,,,old,,,
customer_id_3,2022-11-09 12:04:47,SESSION_SIGNIN,,Login,0,,,,Akhmadabad,,,,,,-127346539,new,old,,,IP differes
customer_id_3,2022-11-09 12:08:13,PAYMENT,INTERNATIONAL_TRANSFER_PAYMENT,Operations without risk,1416,,,,Akhmadabad,,,,,,-127346539,new,old,,,IP differes
customer_id_3,2022-11-09 12:09:28,PAYMENT,UTILITY_PAYMENT,Cellular payment,413,,,,Akhmadabad,,,,,,-127346539,new,old,,,IP differes
customer_id_3,2022-11-09 12:22:18,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1975.32,,,,,,,,,,,,new,,,
customer_id_3,2022-11-09 12:24:30,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1975.32,,,,,,,,,,,,new,,,
customer_id_3,2022-11-09 12:25:44,SESSION_SIGNIN,,Login,0,,,,Akhmadabad,,,,,,677758379,new,old,,,IP differes
customer_id_3,2022-11-09 12:28:39,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),1711,,,,Akhmadabad,,,,,,677758379,new,old,,,
customer_id_3,2022-11-09 12:28:40,CLIENT_DEFINED,C2C_RESPONSE_CLIENT_DEFINED,Secondary request C2C outgoing (C02 Message 291),1711,,,,Akhmadabad,,,,,,677758379,new,new,,,
customer_id_3,2022-11-09 12:30:47,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),1711,,,,Akhmadabad,,,,,,677758379,new,old,,,
customer_id_3,2022-11-09 12:30:48,CLIENT_DEFINED,C2C_RESPONSE_CLIENT_DEFINED,Secondary request C2C outgoing (C02 Message 291),1711,,,,Akhmadabad,,,,,,677758379,new,new,,,
customer_id_3,2022-11-09 12:33:33,PAYMENT,C2C_REQUEST,Initial C2C request outgoing (C01 Message 477),1711,,,,Akhmadabad,,,,,,677758379,new,old,,,
customer_id_3,2022-11-09 12:33:34,CLIENT_DEFINED,C2C_RESPONSE_CLIENT_DEFINED,Secondary request C2C outgoing (C02 Message 291),1711,,,,Akhmadabad,,,,,,677758379,new,new,,,
customer_id_3,2022-11-09 12:42:28,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1740.5,,,,,,,,,,,,new,,,
customer_id_3,2022-11-09 12:44:22,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1740.5,,,,,,,,,,,,new,,,
customer_id_3,2022-11-09 12:48:43,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1975.32,,,,,,,,,,,,new,,,
customer_id_3,2022-11-09 12:51:41,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1740.5,,,,,,,,,,,,new,,,
customer_id_3,2022-11-09 12:52:47,SESSION_SIGNIN,,Login,0,,,,Akhmadabad,,,,,,676834858,new,old,,,IP differes
customer_id_3,2022-11-09 13:33:53,PAYMENT,POS_P2P_DEBIT,Debit part of P2P transfer via POS,1975.32,,,,,,,,,,,,new,,,
customer_id_3,2022-11-09 16:42:29,PAYMENT,POS_PURCHASE,Purchase,236,,,,,,,,,,,,old,,,
customer_id_3,2022-11-09 17:18:43,PAYMENT,POS_PURCHASE,Purchase,473.18,,,,,,,,,,,,old,,,
customer_id_3,2022-11-10 05:47:13,SESSION_SIGNIN,,Login,0,,,,Akhmadabad,,,,,,-127346539,new,old,,,IP differes
customer_id_3,2022-11-10 08:04:19,WITHDRAW,ATM_WITHDRAW,Cash withdrawal,6962,,,,,,,,,,,,old,,,
